Timestamp,Open,High,Low,Close,Volume
2016-12-01 01:00:00,7.649,9.311,7.004,9.311,568.129562
2016-12-01 02:00:00,9.215,9.215,8.719,8.719,35.0
2016-12-01 03:00:00,9.5549,9.5549,9.5549,9.5549,0.1
2016-12-01 04:00:00,9.4732,9.4732,8.72,8.72,403.81877461
2016-12-01 05:00:00,8.8928,9.1468,8.6,9.1468,29.9172659
2016-12-01 06:00:00,9.0,9.0275,9.0,9.0275,210.7
2016-12-01 07:00:00,9.186359606374188,8.596019367347044,8.88677662914175,9.107185663914276,204.19542490302794
2016-12-01 08:00:00,9.1124,9.1124,9.1121,9.1121,200.0
2016-12-01 09:00:00,8.8035,8.8035,8.8035,8.8035,3.85527077
2016-12-01 10:00:00,9.18604340852253,8.624769953444785,8.820198855645547,9.025588085029502,3.817812669762457
2016-12-01 11:00:00,8.724875773783289,8.5470219453002,8.729979605486983,9.290886738698674,3.652443054160302
2016-12-01 12:00:00,8.6756,8.6756,8.592,8.592,160.54276197
2016-12-01 13:00:00,8.8255,8.8255,8.8255,8.8255,6.625932
2016-12-01 14:00:00,8.55,9.0249,8.3851,9.0249,106.059
2016-12-01 15:00:00,8.6,8.6001,8.3579,8.3579,342.709
2016-12-01 16:00:00,8.6101,8.6101,8.3831,8.3831,414.852011
2016-12-01 17:00:00,8.6709,8.6709,8.6571,8.6571,14.07663916
2016-12-01 18:00:00,8.6491,8.6491,8.6491,8.6491,18.61227344
2016-12-01 19:00:00,8.6743,8.69,8.6619,8.69,77.84181793
2016-12-01 20:00:00,8.69,8.7639,8.5998,8.7639,73.478357
2016-12-01 21:00:00,8.852373479084857,8.566455094777158,8.540306859294983,8.878482713049001,75.68122585952382
2016-12-01 22:00:00,8.5518,8.5518,8.5,8.5,674.2008
2016-12-01 23:00:00,8.5,8.555,8.5,8.555,537.2055339
2016-12-02 00:00:00,8.5003,8.5003,8.5002,8.5002,101.310057
2016-12-02 01:00:00,8.7777,8.8237,8.6783,8.6783,223.82947717
2016-12-02 02:00:00,8.6822,8.6822,8.5115,8.578,95.92387707
2016-12-02 03:00:00,8.6936,8.694,8.5613,8.694,200.372667
2016-12-02 04:00:00,8.6988,8.6988,8.6988,8.6988,0.1
2016-12-02 05:00:00,8.5982,8.5982,8.5982,8.5982,0.4
2016-12-02 06:00:00,8.539017362013455,8.538229582085458,8.401219598732668,8.652729669839603,0.3960187894558902
2016-12-02 07:00:00,8.5111,8.5111,8.232,8.2979,1227.13321162
2016-12-02 08:00:00,8.2462,8.2462,7.9128,7.9128,2027.31533877
2016-12-02 09:00:00,8.1294,8.1582,8.1294,8.1552,173.609484
2016-12-02 10:00:00,8.16,8.25,8.16,8.25,213.887677
2016-12-02 11:00:00,8.22,8.22,8.22,8.22,1.0
2016-12-02 12:00:00,8.22,8.2441,8.15,8.2441,122.77513869
2016-12-02 13:00:00,8.17,8.2318,8.15,8.15,24.76795516
2016-12-02 14:00:00,8.15,8.1872,8.15,8.15,36.365472
2016-12-02 15:00:00,8.15,8.15,8.05,8.1392,65.17163161
2016-12-02 16:00:00,8.0898,8.0898,8.0898,8.0898,5.68923434
2016-12-02 17:00:00,8.1756,8.1756,8.1756,8.1756,19.87072594
2016-12-02 18:00:00,7.66671644732446,7.960392749596706,8.418402515553721,8.042914944353637,19.281443798332457
2016-12-02 19:00:00,8.28,8.28,8.28,8.28,1.0
2016-12-02 20:00:00,8.276,8.276,8.276,8.276,8.864362
2016-12-02 21:00:00,8.17,8.17,8.1509,8.1509,12.97966
2016-12-02 22:00:00,8.105,8.1526,7.94,8.1526,192.7675
2016-12-02 23:00:00,8.1599,8.16,8.1599,8.16,3.89233214
2016-12-03 00:00:00,8.123,8.25,8.123,8.25,4.3866238
2016-12-03 01:00:00,8.200422437141846,7.930213827868053,8.54046605557597,8.743535805942045,4.265746780442415
2016-12-03 02:00:00,8.2321,8.2321,8.2321,8.2321,0.230898
2016-12-03 03:00:00,8.089912755871211,7.907860206232327,8.316685663297724,8.040146723321643,0.23141637571293194
2016-12-03 04:00:00,8.1229,8.1229,8.1229,8.1229,1.170766
2016-12-03 05:00:00,8.0724,8.15,8.0384,8.15,66.269369
2016-12-03 06:00:00,8.1,8.2119,8.1,8.2119,51.241853
2016-12-03 07:00:00,8.2119,8.2119,8.0774,8.0774,199.4569
2016-12-03 08:00:00,8.15,8.15,8.1498,8.1498,12.853533
2016-12-03 09:00:00,8.23714695347553,8.485219490209252,7.8489778565484345,8.105690964335407,13.158218624670363
2016-12-03 10:00:00,8.0952,8.0952,8.0952,8.0952,3.81877461
2016-12-03 11:00:00,8.1623,8.37,8.1623,8.37,93.8063
2016-12-03 12:00:00,8.4,8.46,8.4,8.46,3.416523
2016-12-03 13:00:00,8.46,8.46,8.2943,8.2943,63.70025
2016-12-03 14:00:00,8.722586550523078,8.5029657400138,8.108432537309419,7.904803342365897,62.21566132318039
2016-12-03 15:00:00,8.2618,8.2618,8.2401,8.2401,82.620694
2016-12-03 16:00:00,8.2929,8.2929,8.2929,8.2929,2.886997
2016-12-03 17:00:00,8.789776276365265,8.282056902682752,8.278702010025597,8.475980539645326,2.8181308307054223
2016-12-03 18:00:00,8.650874332858729,7.943953706972322,8.163842576852609,8.342654661774821,2.8624877894451366
2016-12-03 19:00:00,8.595134830604504,7.87544790533178,8.265327403254506,8.436485270002631,2.9330279407425173
2016-12-03 20:00:00,8.24,8.24,8.15,8.2,232.15316098
2016-12-03 21:00:00,8.2,8.2,8.1674,8.2,23.5286951
2016-12-03 22:00:00,8.1901,8.1901,8.1901,8.1901,0.59278946
2016-12-03 23:00:00,8.185964674175423,8.157669158670295,8.252907646270163,8.03429915294533,0.5789343598661816
2016-12-04 00:00:00,8.1722,8.1722,8.1722,8.1722,70.6512
2016-12-04 01:00:00,8.12,8.12,8.12,8.12,1.01
2016-12-04 02:00:00,8.446604357304235,8.312943807040513,8.06146396859611,8.121491108052572,1.0016048120367582
2016-12-04 03:00:00,8.594241806927181,8.158446257546585,8.044202965111076,8.28806766085906,1.014277709152233
2016-12-04 04:00:00,8.701784017009613,8.422029812033413,7.623113430625766,8.23014490869328,1.0064157955182507
2016-12-04 05:00:00,8.1,8.1,8.1,8.1,20.0
2016-12-04 06:00:00,7.468548991533567,7.89141559221349,8.038836004391133,7.952808912182064,19.755503594233602
2016-12-04 07:00:00,8.2,8.2,8.2,8.2,20.132
2016-12-04 08:00:00,8.2849,8.4,8.1802,8.1802,27.60812254
2016-12-04 09:00:00,8.2,8.3,8.2,8.3,24.37154274
2016-12-04 10:00:00,8.2,8.2,8.2,8.2,15.628457
2016-12-04 11:00:00,8.2,8.2,8.182,8.182,24.36884274
2016-12-04 12:00:00,8.3,8.3,8.3,8.3,0.1
2016-12-04 13:00:00,8.3,8.3,8.3,8.3,0.1
2016-12-04 14:00:00,8.147605632127409,7.828428233116243,8.113078594626721,8.140878343965626,0.10332458603476005
2016-12-04 15:00:00,8.2998,8.35,8.2998,8.35,61.5050779
2016-12-04 16:00:00,8.425354663924072,8.426955846963224,8.353350665398153,8.070291332152083,58.53403224968499
2016-12-04 17:00:00,8.479198427567962,8.876384914637695,8.14322909417326,8.166467968445248,58.10378422737156
2016-12-04 18:00:00,8.2911,8.2912,8.2911,8.2912,41.1776
2016-12-04 19:00:00,8.2529,8.2529,8.2529,8.2529,7.742346
2016-12-04 20:00:00,7.873961712216564,8.058268086412198,8.398622285259181,8.270188963307584,7.898525745959203
2016-12-04 21:00:00,8.3314,8.3314,8.3314,8.3314,4.859465
2016-12-04 22:00:00,8.2528,8.2528,8.15,8.15,439.1634927
2016-12-04 23:00:00,8.1667,8.1667,8.1667,8.1667,0.194696
2016-12-05 00:00:00,8.1899,8.1899,8.1899,8.1899,15.0
